5.511576170000007551e+02,3.640519530000019586e+02,-9.152291019999993296e+02,5.915562999999991689e+00,4.679728999999994699e+00,-1.059532799999999497e+01
2.963576170000014827e+02,6.074519530000015948e+02,-9.038291019999996934e+02,2.898562999999995782e+00,7.397728999999998223e+00,-1.029632800000000259e+01
1.145761700000002747e+01,7.926519530000005034e+02,-8.040291019999995115e+02,-3.974370000000106984e-01,9.387728999999993107e+00,-8.991327999999995768e+00
-2.736423829999994268e+02,8.993519530000012310e+02,-6.257291019999993296e+02,-3.653437000000010926e+00,1.045972899999999584e+01,-6.805328000000002930e+00
-5.316423829999994268e+02,9.172519530000008672e+02,-3.855291019999995115e+02,-6.559437000000002627e+00,1.051072899999999777e+01,-3.951328000000003726e+00
-7.389423829999996087e+02,8.466519530000005034e+02,-1.077291019999993296e+02,-8.819437000000007743e+00,9.531728999999998564e+00,-7.113279999999946313e-01
-8.734423829999996087e+02,6.935519530000019586e+02,1.797708980000006704e+02,-1.021143700000000365e+01,7.616728999999992311e+00,2.594672000000002754e+00
-9.211423829999994268e+02,4.708519530000012310e+02,4.503708980000010342e+02,-1.060843700000000922e+01,4.958728999999991061e+00,5.649672000000009575e+00
-8.798423829999992449e+02,2.025519530000019586e+02,6.772708980000006704e+02,-9.968437000000008652e+00,1.815728999999990378e+00,8.152672000000009689e+00
-7.532423829999988811e+02,-8.404804699999840523e+01,8.373708980000010342e+02,-8.348437000000004105e+00,-1.507271000000002914e+00,9.855671999999998434e+00
-5.512423829999988811e+02,-3.638480469999985871e+02,9.151708980000003066e+02,-5.911437000000006492e+00,-4.682271000000000072e+00,1.059367199999999798e+01
-2.953423829999992449e+02,-6.085480469999984052e+02,9.038708980000010342e+02,-2.898437000000001262e+00,-7.396270999999998708e+00,1.029467200000000560e+01
-1.214238299999851733e+01,-7.919480469999989509e+02,8.041708980000003066e+02,4.005629999999911206e-01,-9.390270999999998480e+00,8.989671999999998775e+00
2.730576170000003913e+02,-8.988480469999985871e+02,6.256708980000003066e+02,3.660562999999996237e+00,-1.046527100000000132e+01,6.803672000000005937e+00
