-10.4957,6.6311,3.8646,-902.7989,611.2227,291.5428
-10.5409,6.3675,4.1733,-908.0026,589.1079,318.8648
-10.5754,6.0974,4.4780,-912.3645,566.4512,345.8855
-10.5993,5.8209,4.7783,-915.8533,543.2492,372.5769
-10.6126,5.5387,5.0739,-918.4418,519.5037,398.9120
-10.6158,5.2512,5.3645,-920.1363,495.2503,424.8626
-10.6089,4.9589,5.6499,-920.9665,470.5491,450.3991
-10.5916,4.6618,5.9296,-920.9432,445.4397,475.4922
-10.5636,4.3598,6.2036,-920.0353,419.9168,500.1143
-10.5249,4.0533,6.4714,-918.1989,393.9598,524.2399
-10.4759,3.7429,6.7328,-915.4207,367.5776,547.8451
-10.4169,3.4291,6.9876,-911.7260,340.8182,570.9064
-10.3476,3.1120,7.2354,-907.1524,313.7424,593.3999
-10.2681,2.7918,7.4761,-901.7191,286.3935,615.3027
-10.1781,2.4685,7.7094,-895.4160,258.7850,636.5933
-10.0777,2.1425,7.9351,-888.2207,230.9178,657.2523
-9.9674,1.8144,8.1529,-880.1329,202.8147,677.2603
-9.8477,1.4849,8.3627,-871.1873,174.5336,696.5967
-9.7183,1.1542,8.5641,-861.4225,146.1351,715.2396
-9.5793,0.8221,8.7571,-850.8415,117.6418,733.1683
-9.4305,0.4890,8.9415,-839.4141,89.0402,750.3638
-9.2724,0.1554,9.1170,-827.1151,60.3185,766.8093
-9.1053,-0.1782,9.2835,-813.9511,31.4948,782.4887
-8.9295,-0.5113,9.4407,-799.9556,2.6143,797.3866
-8.7450,-0.8437,9.5887,-785.1636,-26.2760,811.4890
-8.5517,-1.1755,9.7271,-769.5884,-55.1508,824.7840
-8.3496,-1.5064,9.8560,-753.2199,-84.0088,837.2622
-8.1391,-1.8360,9.9751,-736.0549,-112.8424,848.9159
-7.9208,-2.1636,10.0844,-718.1270,-141.6063,859.7370
-7.6949,-2.4888,10.1837,-699.4957,-170.2284,869.7161
-7.4614,-2.8116,10.2730,-680.2067,-198.6510,878.8433
-7.2203,-3.1318,10.3522,-660.2699,-226.8536,887.1092
-6.9719,-3.4492,10.4212,-639.6772,-254.8365,894.5056
-6.7166,-3.7632,10.4799,-618.4335,-282.5893,901.0247
-6.4549,-4.0732,10.5283,-596.5689,-310.0768,906.6588
-6.1872,-4.3789,10.5663,-574.1286,-337.2487,911.4004
-5.9134,-4.6803,10.5938,-551.1464,-364.0663,915.2434
-5.6335,-4.9772,10.6109,-527.6274,-390.5210,918.1840
-5.3479,-5.2695,10.6176,-503.5636,-416.6186,920.2203
-5.0570,-5.5566,10.6137,-478.9697,-442.3427,921.3510
-4.7613,-5.8380,10.5994,-453.8963,-467.6399,921.5744
-4.4610,-6.1135,10.5746,-428.4044,-492.4475,920.8901
-4.1562,-6.3831,10.5394,-402.5334,-516.7264,919.2986
-3.8470,-6.6467,10.4938,-376.2967,-540.4659,916.8021
-3.5339,-6.9039,10.4378,-349.7017,-563.6620,913.4025
-3.2173,-7.1542,10.3716,-322.7717,-586.2951,909.1019
-2.8978,-7.3973,10.2951,-295.5497,-608.3248,903.9028
-2.5756,-7.6329,10.2085,-268.0815,-629.7087,897.8086
-2.2508,-7.8610,10.1119,-240.3877,-650.4307,890.8251
-1.9236,-8.0816,10.0053,-212.4608,-670.5049,882.9606
-1.5944,-8.2943,9.8888,-184.2934,-689.9461,874.2248
-1.2639,-8.4986,9.7626,-155.9081,-708.7397,864.6276
-0.9324,-8.6943,9.6268,-127.3525,-726.8466,854.1796
-0.5999,-8.8814,9.4814,-98.6725,-744.2323,842.8922
-0.2668,-9.0598,9.3267,-69.8940,-760.8849,830.7779
0.0669,-9.2296,9.1628,-41.0291,-776.8081,817.8496
0.4005,-9.3903,8.9899,-12.0960,-791.9996,804.1200
0.7337,-9.5417,8.8081,16.8652,-806.4341,789.6011
1.0659,-9.6834,8.6176,45.7974,-820.0681,774.3045
1.3970,-9.8156,8.4185,74.6534,-832.8681,758.2424
1.7269,-9.9382,8.2112,103.4176,-844.8318,741.4289
2.0552,-10.0511,7.9958,132.0934,-855.9762,723.8799
2.3815,-10.1540,7.7725,160.6725,-866.3061,705.6118
2.7051,-10.2467,7.5414,189.1212,-875.8010,686.6416
3.0260,-10.3290,7.3029,217.3949,-884.4317,666.9871
3.3438,-10.4011,7.0572,245.4600,-892.1824,646.6680
3.6586,-10.4631,6.8044,273.3003,-899.0585,625.7054
3.9699,-10.5149,6.5449,300.9056,-905.0728,604.1217
4.2774,-10.5564,6.2790,328.2490,-910.2228,581.9389
4.5804,-10.5872,6.0067,355.2779,-914.4803,559.1789
4.8789,-10.6075,5.7285,381.9303,-917.8076,535.8632
5.1727,-10.6174,5.4447,408.1647,-920.1876,512.0143
5.4616,-10.6171,5.1554,433.9666,-921.6296,487.6561
5.7452,-10.6064,4.8611,459.3280,-922.1488,462.8125
6.0231,-10.5851,4.5619,484.2257,-921.7448,437.5075
6.2948,-10.5532,4.2583,508.6225,-920.4039,411.7658
6.5602,-10.5108,3.9504,532.4842,-918.1167,385.6131
6.8192,-10.4580,3.6387,555.7950,-914.8937,359.0768
7.0716,-10.3952,3.3234,578.5570,-910.7649,332.1850
7.3172,-10.3222,3.0048,600.7716,-905.7614,304.9667
7.5554,-10.2389,2.6833,622.4181,-899.8928,277.4512
7.7860,-10.1454,2.3592,643.4546,-893.1468,249.6675
8.0089,-10.0419,2.0328,663.8408,-885.5134,221.6455
8.2241,-9.9287,1.7044,683.5583,-877.0035,193.4158
8.4314,-9.8059,1.3744,702.6033,-867.6422,165.0083
8.6304,-9.6736,1.0431,720.9657,-857.4472,136.4520
8.8208,-9.5317,0.7108,738.6195,-846.4193,107.7745
9.0023,-9.3802,0.3778,755.5307,-834.5511,79.0028
9.1749,-9.2194,0.0445,771.6753,-821.8450,50.1635
