0000000001,0000000000,089405,083314,074945,006592,036113,083842
0000000002,0000001000,087271,086032,074360,016344,026835,083368
0000000003,0000002000,084630,088362,074671,027183,019837,079525
0000000004,0000003000,081774,090041,075848,038063,015794,072689
0000000005,0000004000,078980,090903,077781,047905,015119,063521
0000000006,0000005000,076493,090894,080278,055754,017872,052921
0000000007,0000006000,074571,090008,083084,060840,023767,041940
0000000008,0000007000,073427,088300,085937,062662,032242,031642
0000000009,0000008000,073142,085962,088559,061039,042483,023025
0000000010,0000009000,073739,083240,090685,056140,053457,016948
0000000011,0000010000,075188,080369,092107,048447,064092,014008
0000000012,0000011000,077340,077632,092692,038687,073377,014481
0000000013,0000012000,079963,075322,092380,027839,080384,018324
0000000014,0000013000,082814,073647,091203,016973,084414,025160
0000000015,0000014000,085628,072765,089271,007129,085089,034328
0000000016,0000015000,088107,072782,086774,-00729,082348,044927
0000000017,0000016000,090015,073683,083967,-05807,076445,055909
0000000018,0000017000,091177,075373,081115,-07627,067965,066207
0000000019,0000018000,091461,077710,078493,-06010,057733,074822
0000000020,0000019000,090849,080449,076367,-01111,046757,080900
0000000021,0000020000,089411,083309,074944,006591,036114,083841
0000000022,0000021000,087265,086039,074360,016341,026838,083367
0000000023,0000022000,084628,088364,074672,027192,019830,079525
0000000024,0000023000,081782,090034,075848,038063,015794,072688
0000000025,0000024000,078979,090905,077781,047903,015122,063521
0000000026,0000025000,076485,090901,080278,055757,017868,052921
0000000027,0000026000,074577,090002,083085,060845,023761,041939
0000000028,0000027000,073430,088297,085937,062659,032245,031642
0000000029,0000028000,073135,085969,088559,061039,042482,023026
0000000030,0000029000,073740,083239,090685,056147,053451,016948
0000000031,0000030000,075194,080363,092107,048447,064092,014007
0000000032,0000031000,077336,077636,092692,038686,073378,014481
0000000033,0000032000,079959,075325,092380,027843,080380,018323
0000000034,0000033000,082819,073642,091204,016977,084410,025159
0000000035,0000034000,085627,072765,089271,007128,085092,034327
0000000036,0000035000,088103,072787,086774,-00726,082346,044926
0000000037,0000036000,090017,073679,083967,-05804,076442,055907
0000000038,0000037000,091178,075371,081115,-07625,067966,066205
0000000039,0000038000,091458,077714,078493,-06010,057734,074821
0000000040,0000039000,090850,080448,076366,-01107,046755,080899
0000000041,0000040000,089413,083306,074944,006591,036116,083840
0000000042,0000041000,087263,086041,074360,016342,026838,083366
0000000043,0000042000,084628,088364,074671,027192,019830,079524
0000000044,0000043000,081784,090032,075848,038063,015794,072688
0000000045,0000044000,078977,090907,077781,047902,015123,063521
0000000046,0000045000,076486,090901,080277,055758,017866,052921
0000000047,0000046000,074580,090000,083084,060844,023762,041940
0000000048,0000047000,073428,088299,085937,062659,032244,031643
0000000049,0000048000,073134,085971,088559,061041,042479,023026
0000000050,0000049000,073743,083236,090685,056148,053449,016949
0000000051,0000050000,075192,080364,092108,048446,064091,014008
0000000052,0000051000,077333,077639,092692,038690,073374,014481
0000000053,0000052000,079962,075322,092380,027847,080376,018323
0000000054,0000053000,082819,073641,091204,016977,084410,025158
0000000055,0000054000,085623,072769,089272,007132,085089,034326
0000000056,0000055000,088104,072785,086774,-00720,082342,044924
0000000057,0000056000,090021,073676,083967,-05803,076443,055905
0000000058,0000057000,091175,075374,081116,-07624,067967,066202
0000000059,0000058000,091457,077714,078493,-06005,057732,074818
0000000060,0000059000,090855,080443,076366,-01106,046756,080896
0000000061,0000060000,089412,083308,074944,006589,036120,083837
0000000062,0000061000,087260,086044,074360,016344,026839,083364
0000000063,0000062000,084632,088361,074671,027193,019830,079523
0000000064,0000063000,081785,090031,075848,038059,015799,072688
