0000000001,0000000000,090524,085823,076070,034658,032902,085668
0000000002,0000001000,088390,088541,075485,044411,023623,085194
0000000003,0000002000,085750,090871,075797,055249,016627,081351
0000000004,0000003000,082893,092550,076974,066130,012582,074516
0000000005,0000004000,080100,093412,078907,075970,011909,065347
0000000006,0000005000,077612,093403,081404,083821,014659,054747
0000000007,0000006000,075690,092517,084210,088905,020556,043766
0000000008,0000007000,074547,090808,087063,090730,029030,033468
0000000009,0000008000,074261,088471,089685,089104,039272,024852
0000000010,0000009000,074859,085748,091810,084207,050246,018774
0000000011,0000010000,076306,082879,093233,076513,060880,015834
0000000012,0000011000,078461,080139,093818,066753,070166,016307
0000000013,0000012000,081082,077832,093506,055906,077172,020149
0000000014,0000013000,083933,076156,092328,045039,081203,026986
0000000015,0000014000,086747,075274,090397,035196,081877,036154
0000000016,0000015000,089226,075291,087900,027337,079137,046753
0000000017,0000016000,091134,076191,085092,022259,073233,057735
0000000018,0000017000,092296,077882,082241,020440,064754,068032
0000000019,0000018000,092581,080219,079618,022056,054522,076649
0000000020,0000019000,091968,082958,077492,026955,043546,082725
0000000021,0000020000,090531,085818,076069,034657,032903,085667
0000000022,0000021000,088384,088548,075486,044408,023626,085193
0000000023,0000022000,085747,090873,075797,055258,016619,081351
0000000024,0000023000,082901,092543,076973,066129,012583,074515
0000000025,0000024000,080098,093414,078907,075969,011911,065347
0000000026,0000025000,077605,093409,081403,083823,014657,054747
0000000027,0000026000,075697,092511,084210,088912,020550,043766
0000000028,0000027000,074550,090806,087062,090725,029034,033468
0000000029,0000028000,074254,088478,089685,089106,039270,024852
0000000030,0000029000,074859,085748,091811,084213,050240,018774
0000000031,0000030000,076313,082871,093233,076514,060880,015833
0000000032,0000031000,078455,080145,093818,066753,070167,016307
0000000033,0000032000,081079,077833,093506,055910,077168,020149
0000000034,0000033000,083938,076150,092329,045043,081199,026984
0000000035,0000034000,086747,075274,090397,035195,081880,036153
0000000036,0000035000,089222,075296,087899,027341,079134,046752
0000000037,0000036000,091137,076188,085092,022263,073231,057733
0000000038,0000037000,092298,077879,082241,020441,064755,068031
0000000039,0000038000,092577,080223,079618,022057,054523,076647
0000000040,0000039000,091969,082957,077492,026959,043544,082724
0000000041,0000040000,090533,085815,076070,034657,032904,085666
0000000042,0000041000,088382,088550,075485,044408,023627,085192
0000000043,0000042000,085748,090873,075797,055259,016618,081350
0000000044,0000043000,082903,092541,076973,066129,012583,074515
0000000045,0000044000,080096,093416,078906,075968,011912,065347
0000000046,0000045000,077605,093410,081403,083824,014655,054747
0000000047,0000046000,075699,092509,084210,088910,020550,043767
0000000048,0000047000,074547,090808,087062,090725,029033,033469
0000000049,0000048000,074253,088480,089685,089107,039268,024853
0000000050,0000049000,074862,085745,091811,084214,050238,018775
0000000051,0000050000,076312,082873,093233,076513,060880,015834
0000000052,0000051000,078453,080148,093818,066757,070163,016307
0000000053,0000052000,081082,077831,093506,055913,077165,020149
0000000054,0000053000,083939,076149,092329,045044,081199,026984
0000000055,0000054000,086743,075278,090397,035198,081878,036151
0000000056,0000055000,089224,075294,087900,027346,079131,046750
0000000057,0000056000,091140,076185,085093,022264,073232,057731
0000000058,0000057000,092294,077883,082241,020442,064756,068028
0000000059,0000058000,092577,080223,079618,022062,054521,076644
0000000060,0000059000,091974,082952,077492,026960,043545,082722
0000000061,0000060000,090532,085816,076070,034655,032909,085663
0000000062,0000061000,088379,088553,075485,044410,023628,085190
0000000063,0000062000,085752,090870,075796,055259,016619,081349
0000000064,0000063000,082905,092540,076973,066125,012588,074514
0000000065,0000064000,080092,093420,078906,075966,011913,065347
0000000066,0000065000,077607,093409,081402,083824,014654,054749
0000000067,0000066000,075702,092506,084210,088907,020551,043769
0000000068,0000067000,074544,090812,087062,090722,029033,033472
0000000069,0000068000,074252,088481,089685,089108,039263,024856
0000000070,0000069000,074865,085742,091811,084214,050235,018778
0000000071,0000070000,076310,082875,093234,076512,060878,015837
0000000072,0000071000,078450,080150,093818,066760,070157,016309
0000000073,0000072000,081084,077828,093506,055917,077160,020150
0000000074,0000073000,083938,076149,092330,045047,081197,026984
0000000075,0000074000,086740,075280,090398,035203,081874,036150
0000000076,0000075000,089226,075291,087900,027352,079127,046748
0000000077,0000076000,091142,076183,085094,022268,073232,057727
0000000078,0000077000,092292,077884,082241,020447,064756,068023
0000000079,0000078000,092578,080222,079618,022066,054522,076639
0000000080,0000079000,091976,082950,077492,026961,043549,082717
0000000081,0000080000,090530,085818,076069,034655,032913,085659
0000000082,0000081000,088380,088553,075484,044410,023631,085187
0000000083,0000082000,085755,090867,075795,055256,016624,081347
0000000084,0000083000,082904,092542,076972,066120,012593,074513
0000000085,0000084000,080092,093422,078905,075963,011915,065348
0000000086,0000085000,077609,093408,081401,083819,014656,054752
0000000087,0000086000,075701,092508,084209,088901,020553,043773
0000000088,0000087000,074541,090815,087061,090719,029031,033477
0000000089,0000088000,074253,088480,089684,089106,039260,024862
0000000090,0000089000,074865,085742,091811,084211,050232,018784
0000000091,0000090000,076306,082878,093234,076513,060872,015842
0000000092,0000091000,078450,080149,093819,066764,070149,016313
0000000093,0000092000,081084,077826,093508,055921,077154,020152
0000000094,0000093000,083935,076151,092332,045052,081191,026984
0000000095,0000094000,086739,075280,090399,035212,081867,036148
0000000096,0000095000,089228,075288,087902,027360,079124,046744
0000000097,0000096000,091140,076183,085095,022274,073232,057722
0000000098,0000097000,092291,077885,082242,020454,064756,068016
0000000099,0000098000,092582,080218,079618,022071,054524,076631
0000000100,0000099000,091978,082948,077492,026962,043556,082709
0000000101,0000100000,090529,085820,076069,034656,032919,085652
0000000102,0000101000,088383,088551,075483,044409,023638,085181
0000000103,0000102000,085757,090866,075794,055250,016634,081343
0000000104,0000103000,082902,092545,076971,066114,012601,074512
