0000000001,0000000000,089905,083189,075523,014491,036292,083850
0000000002,0000001000,087771,085906,074938,024243,027013,083375
0000000003,0000002000,085130,088237,075250,035083,020015,079534
0000000004,0000003000,082274,089916,076426,045962,015972,072698
0000000005,0000004000,079481,090777,078360,055806,015297,063529
0000000006,0000005000,076993,090769,080857,063654,018050,052930
0000000007,0000006000,075071,089883,083663,068740,023944,041949
0000000008,0000007000,073927,088175,086516,070563,032420,031651
0000000009,0000008000,073641,085837,089138,068939,042660,023034
0000000010,0000009000,074238,083115,091263,064041,053635,016957
0000000011,0000010000,075687,080244,092686,056347,064269,014016
0000000012,0000011000,077840,077506,093271,046588,073555,014489
0000000013,0000012000,080462,075197,092959,035740,080562,018331
0000000014,0000013000,083313,073523,091782,024874,084591,025168
0000000015,0000014000,086127,072640,089850,015030,085267,034335
0000000016,0000015000,088606,072657,087353,007172,082527,044935
0000000017,0000016000,090514,073557,084545,002093,076624,055916
0000000018,0000017000,091676,075248,081694,000274,068144,066214
0000000019,0000018000,091961,077584,079072,001890,057913,074830
0000000020,0000019000,091349,080324,076945,006789,046936,080907
0000000021,0000020000,089911,083184,075523,014490,036293,083850
0000000022,0000021000,087765,085913,074939,024241,027016,083375
0000000023,0000022000,085128,088239,075250,035091,020009,079533
0000000024,0000023000,082281,089909,076426,045962,015973,072698
0000000025,0000024000,079478,090780,078359,055802,015300,063530
0000000026,0000025000,076986,090775,080856,063657,018046,052930
0000000027,0000026000,075077,089877,083663,068745,023939,041948
0000000028,0000027000,073929,088173,086515,070560,032423,031651
0000000029,0000028000,073634,085844,089138,068940,042659,023034
0000000030,0000029000,074240,083114,091264,064048,053628,016957
0000000031,0000030000,075693,080238,092686,056348,064270,014015
0000000032,0000031000,077835,077511,093271,046588,073556,014489
0000000033,0000032000,080459,075200,092959,035745,080557,018330
0000000034,0000033000,083318,073516,091782,024878,084589,025166
0000000035,0000034000,086126,072641,089850,015029,085270,034334
0000000036,0000035000,088602,072662,087353,007176,082524,044933
0000000037,0000036000,090517,073554,084546,002097,076621,055915
0000000038,0000037000,091678,075245,081694,000275,068145,066212
0000000039,0000038000,091957,077588,079071,001890,057913,074829
0000000040,0000039000,091350,080322,076945,006793,046934,080906
0000000041,0000040000,089913,083181,075523,014491,036295,083848
0000000042,0000041000,087763,085916,074938,024241,027017,083374
0000000043,0000042000,085128,088239,075250,035092,020008,079533
0000000044,0000043000,082284,089906,076426,045963,015973,072697
0000000045,0000044000,079477,090782,078359,055801,015301,063529
0000000046,0000045000,076985,090777,080856,063658,018044,052930
0000000047,0000046000,075079,089875,083663,068744,023939,041949
0000000048,0000047000,073928,088174,086515,070559,032422,031652
0000000049,0000048000,073633,085846,089138,068941,042657,023035
0000000050,0000049000,074242,083111,091264,064049,053626,016958
0000000051,0000050000,075692,080239,092686,056348,064269,014016
0000000052,0000051000,077833,077514,093271,046591,073552,014489
0000000053,0000052000,080461,075197,092959,035748,080554,018331
0000000054,0000053000,083319,073516,091783,024879,084588,025166
0000000055,0000054000,086123,072644,089851,015033,085267,034333
0000000056,0000055000,088604,072660,087353,007181,082521,044932
0000000057,0000056000,090520,073551,084546,002098,076622,055912
0000000058,0000057000,091675,075248,081695,000277,068146,066210
0000000059,0000058000,091957,077589,079071,001895,057911,074826
0000000060,0000059000,091354,080318,076945,006793,046936,080903
0000000061,0000060000,089912,083182,075523,014489,036299,083845
0000000062,0000061000,087760,085918,074938,024243,027018,083372
0000000063,0000062000,085132,088236,075249,035092,020010,079531
0000000064,0000063000,082285,089906,076426,045958,015977,072697
0000000065,0000064000,079473,090786,078359,055800,015302,063530
0000000066,0000065000,076987,090775,080855,063658,018043,052932
0000000067,0000066000,075082,089873,083662,068741,023941,041952
0000000068,0000067000,073924,088178,086515,070557,032422,031655
0000000069,0000068000,073632,085847,089137,068943,042652,023038
0000000070,0000069000,074245,083108,091264,064048,053624,016961
0000000071,0000070000,075689,080241,092687,056347,064267,014019
0000000072,0000071000,077830,077516,093271,046595,073546,014491
0000000073,0000072000,080464,075194,092960,035752,080549,018332
0000000074,0000073000,083318,073515,091784,024881,084586,025166
0000000075,0000074000,086120,072646,089851,015038,085264,034331
0000000076,0000075000,088605,072657,087354,007187,082517,044929
0000000077,0000076000,090521,073549,084547,002102,076622,055909
0000000078,0000077000,091672,075250,081695,000281,068147,066205
0000000079,0000078000,091958,077587,079072,001900,057912,074821
0000000080,0000079000,091357,080315,076945,006795,046939,080899
0000000081,0000080000,089911,083184,075523,014489,036303,083841
0000000082,0000081000,087761,085919,074937,024243,027021,083369
0000000083,0000082000,085135,088233,075249,035089,020014,079529
0000000084,0000083000,082284,089908,076425,045954,015983,072696
0000000085,0000084000,079472,090788,078357,055796,015305,063531
0000000086,0000085000,076989,090774,080854,063653,018045,052934
0000000087,0000086000,075081,089874,083662,068735,023942,041956
0000000088,0000087000,073922,088181,086514,070553,032420,031660
0000000089,0000088000,073633,085847,089137,068940,042648,023044
0000000090,0000089000,074245,083108,091264,064046,053620,016967
0000000091,0000090000,075686,080244,092687,056348,064261,014024
0000000092,0000091000,077830,077516,093272,046599,073539,014495
0000000093,0000092000,080464,075192,092961,035756,080543,018334
0000000094,0000093000,083315,073517,091785,024887,084580,025166
0000000095,0000094000,086119,072646,089852,015047,085257,034330
0000000096,0000095000,088608,072654,087355,007194,082514,044925
0000000097,0000096000,090520,073549,084548,002108,076622,055903
0000000098,0000097000,091672,075250,081695,000288,068146,066198
0000000099,0000098000,091962,077584,079072,001905,057914,074813
0000000100,0000099000,091358,080314,076945,006796,046946,080891
0000000101,0000100000,089910,083185,075522,014490,036309,083834
0000000102,0000101000,087764,085917,074936,024242,027028,083363
0000000103,0000102000,085137,088232,075247,035084,020023,079526
0000000104,0000103000,082283,089910,076424,045947,015990,072695
0000000105,0000104000,079473,090788,078356,055790,015310,063533
0000000106,0000105000,076992,090773,080853,063644,018050,052939
0000000107,0000106000,075079,089877,083661,068726,023945,041962
0000000108,0000107000,073920,088184,086513,070548,032418,031668
0000000109,0000108000,073634,085846,089137,068935,042644,023054
0000000110,0000109000,074242,083110,091264,064042,053615,016976
0000000111,0000110000,075683,080247,092688,056349,064251,014032
0000000112,0000111000,077830,077515,093273,046603,073528,014502
0000000113,0000112000,080463,075192,092963,035761,080534,018338
0000000114,0000113000,083312,073519,091787,024896,084571,025167
0000000115,0000114000,086119,072644,089854,015058,085248,034327
0000000116,0000115000,088609,072651,087357,007204,082509,044920
0000000117,0000116000,090519,073548,084550,002118,076620,055895
0000000118,0000117000,091673,075248,081696,000298,068146,066188
0000000119,0000118000,091965,077580,079072,001911,057919,074802
0000000120,0000119000,091359,080314,076945,006799,046954,080880
0000000121,0000120000,089911,083185,075521,014491,036319,083824
0000000122,0000121000,087767,085914,074935,024239,027039,083356
0000000123,0000122000,085139,088232,075246,035076,020036,079521
0000000124,0000123000,082283,089912,076421,045938,016001,072694
0000000125,0000124000,079476,090788,078353,055779,015318,063536
0000000126,0000125000,076992,090774,080851,063631,018056,052945
0000000127,0000126000,075077,089881,083659,068714,023947,041972
0000000128,0000127000,073920,088185,086512,070538,032415,031680
0000000129,0000128000,073633,085847,089136,068927,042639,023067
0000000130,0000129000,074239,083114,091265,064038,053606,016989
0000000131,0000130000,075680,080249,092689,056350,064238,014044
0000000132,0000131000,077829,077514,093275,046607,073514,014511
0000000133,0000132000,080460,075193,092965,035769,080520,018343
0000000134,0000133000,083309,073519,091789,024909,084557,025168
0000000135,0000134000,086120,072641,089857,015072,085237,034324
0000000136,0000135000,088608,072649,087360,007218,082503,044912
0000000137,0000136000,090518,073547,084552,002133,076616,055883
0000000138,0000137000,091675,075244,081698,000311,068147,066174
0000000139,0000138000,091967,077577,079073,001920,057926,074786
0000000140,0000139000,091360,080313,076945,006804,046965,080864
0000000141,0000140000,089915,083182,075520,014491,036332,083810
0000000142,0000141000,087771,085912,074933,024233,027055,083345
0000000143,0000142000,085140,088234,075243,035066,020053,079514
0000000144,0000143000,082285,089914,076418,045925,016015,072692
0000000145,0000144000,079478,090789,078350,055763,015330,063539
0000000146,0000145000,076992,090778,080848,063613,018065,052954
0000000147,0000146000,075076,089885,083656,068699,023949,041985
0000000148,0000147000,073919,088187,086510,070525,032412,031696
0000000149,0000148000,073631,085850,089136,068917,042632,023084
0000000150,0000149000,074234,083118,091265,064033,053593,017006
0000000151,0000150000,075678,080250,092690,056352,064221,014059
0000000152,0000151000,077826,077514,093277,046613,073497,014523
0000000153,0000152000,080455,075194,092968,035780,080502,018350
0000000154,0000153000,083307,073517,091792,024925,084538,025169
0000000155,0000154000,086119,072637,089860,015091,085223,034319
0000000156,0000155000,088607,072647,087363,007238,082494,044902
