0000000001,0000000000,061935,038207,080794,089473,089485,074037
0000000002,0000001000,036469,062535,080907,086457,092202,074335
0000000003,0000002000,007919,081124,081904,083159,094196,075640
0000000004,0000003000,-20566,091773,083687,079903,095267,077825
0000000005,0000004000,-46307,093516,086088,077001,095316,080678
0000000006,0000005000,-67070,086492,088865,074737,094340,083918
0000000007,0000006000,-80542,071212,091741,073341,092429,087224
0000000008,0000007000,-85356,048961,094447,072947,089767,090280
0000000009,0000008000,-81219,022124,096717,073588,086624,092783
0000000010,0000009000,-68542,-06558,098318,075204,083304,094487
0000000011,0000010000,-48375,-34525,099097,077641,080128,095225
0000000012,0000011000,-22749,-59016,098985,080655,077412,094928
0000000013,0000012000,005553,-77367,097989,083952,075420,093623
0000000014,0000013000,034021,-88000,096206,087212,074344,091438
0000000015,0000014000,060025,-89998,093805,090115,074295,088585
0000000016,0000015000,080670,-82865,091027,092375,075275,085345
0000000017,0000016000,094032,-67458,088151,093771,077185,082038
0000000018,0000017000,098988,-45354,085445,094167,079844,078983
0000000019,0000018000,094815,-18490,083176,093524,082991,076480
0000000020,0000019000,082011,010319,081575,091909,086310,074776
0000000021,0000020000,061979,038160,080794,089475,089482,074038
0000000022,0000021000,036451,062554,080907,086457,092203,074335
0000000023,0000022000,007959,081093,081903,083158,094197,075640
0000000024,0000023000,-20523,091745,083686,079902,095268,077825
0000000025,0000024000,-46359,093567,086088,076998,095318,080679
0000000026,0000025000,-67110,086538,088866,074737,094340,083918
0000000027,0000026000,-80529,071196,091741,073343,092427,087225
0000000028,0000027000,-85304,048917,094447,072946,089769,090280
0000000029,0000028000,-81216,022129,096717,073586,086625,092783
0000000030,0000029000,-68562,-06530,098318,075204,083304,094487
0000000031,0000030000,-48370,-34526,099098,077640,080129,095226
0000000032,0000031000,-22788,-58983,098986,080655,077412,094928
0000000033,0000032000,005554,-77366,097989,083953,075419,093623
0000000034,0000033000,034086,-88062,096206,087211,074345,091438
0000000035,0000034000,060018,-89986,093805,090113,074297,088585
0000000036,0000035000,080631,-82827,091028,092374,075275,085346
0000000037,0000036000,094038,-67464,088151,093771,077185,082039
0000000038,0000037000,098986,-45357,085445,094167,079844,078984
0000000039,0000038000,094819,-18495,083176,093524,082991,076480
0000000040,0000039000,082044,010293,081574,091909,086310,074776
0000000041,0000040000,061990,038150,080794,089473,089483,074038
0000000042,0000041000,036415,062592,080907,086456,092203,074336
0000000043,0000042000,007942,081108,081903,083159,094195,075640
0000000044,0000043000,-20486,091710,083686,079902,095267,077825
0000000045,0000044000,-46352,093562,086087,076998,095318,080679
0000000046,0000045000,-67121,086555,088865,074737,094340,083918
0000000047,0000046000,-80513,071184,091741,073342,092428,087224
0000000048,0000047000,-85328,048937,094447,072946,089769,090280
0000000049,0000048000,-81248,022159,096717,073587,086625,092783
0000000050,0000049000,-68533,-06562,098318,075204,083304,094487
0000000051,0000050000,-48352,-34545,099098,077639,080131,095225
0000000052,0000051000,-22819,-58956,098986,080654,077413,094928
0000000053,0000052000,005543,-77357,097990,083952,075419,093623
0000000054,0000053000,034090,-88075,096206,087211,074346,091439
0000000055,0000054000,060002,-89979,093806,090112,074297,088585
0000000056,0000055000,080634,-82833,091028,092373,075275,085346
0000000057,0000056000,094069,-67498,088151,093770,077185,082040
0000000058,0000057000,098977,-45351,085446,094165,079845,078985
0000000059,0000058000,094791,-18470,083176,093524,082990,076481
0000000060,0000059000,082066,010271,081574,091909,086309,074777
0000000061,0000060000,062009,038131,080794,089473,089483,074039
0000000062,0000061000,036409,062604,080907,086456,092202,074336
0000000063,0000062000,007960,081098,081902,083160,094195,075640
0000000064,0000063000,-20475,091705,083685,079902,095267,077825
0000000065,0000064000,-46377,093593,086087,076999,095318,080678
0000000066,0000065000,-67119,086561,088864,074738,094339,083917
0000000067,0000066000,-80486,071164,091740,073343,092428,087224
0000000068,0000067000,-85337,048951,094447,072946,089770,090279
0000000069,0000068000,-81269,022184,096716,073587,086625,092782
0000000070,0000069000,-68530,-06565,098318,075204,083305,094486
0000000071,0000070000,-48365,-34537,099099,077639,080132,095225
0000000072,0000071000,-22842,-58939,098986,080654,077414,094927
0000000073,0000072000,005555,-77376,097990,083952,075420,093623
0000000074,0000073000,034095,-88089,096207,087209,074347,091439
0000000075,0000074000,059972,-89960,093807,090111,074298,088586
0000000076,0000075000,080631,-82839,091029,092372,075276,085347
0000000077,0000076000,094087,-67526,088152,093769,077186,082041
0000000078,0000077000,098973,-45353,085446,094164,079845,078986
0000000079,0000078000,094797,-18478,083176,093523,082990,076482
0000000080,0000079000,082094,010245,081574,091908,086308,074779
0000000081,0000080000,062010,038133,080794,089473,089482,074040
0000000082,0000081000,036403,062617,080906,086457,092201,074337
0000000083,0000082000,007989,081081,081901,083161,094193,075641
0000000084,0000083000,-20456,091699,083684,079903,095266,077825
0000000085,0000084000,-46386,093616,086085,077000,095317,080678
0000000086,0000085000,-67113,086568,088863,074740,094338,083917
0000000087,0000086000,-80480,071168,091739,073344,092428,087223
0000000088,0000087000,-85360,048980,094446,072947,089771,090277
0000000089,0000088000,-81277,022198,096716,073588,086626,092781
0000000090,0000089000,-68524,-06572,098318,075204,083306,094484
0000000091,0000090000,-48389,-34519,099099,077638,080134,095223
0000000092,0000091000,-22871,-58919,098987,080653,077416,094926
0000000093,0000092000,005553,-77388,097992,083950,075422,093622
0000000094,0000093000,034084,-88095,096209,087207,074349,091439
0000000095,0000094000,059953,-89958,093808,090109,074300,088586
0000000096,0000095000,080641,-82863,091030,092370,075277,085348
0000000097,0000096000,094096,-67549,088154,093766,077186,082042
0000000098,0000097000,098963,-45354,085447,094162,079845,078988
0000000099,0000098000,094812,-18496,083177,093522,082988,076485
0000000100,0000099000,082126,010214,081574,091907,086307,074781
0000000101,0000100000,062020,038129,080793,089472,089480,074042
0000000102,0000101000,036417,062617,080905,086458,092198,074339
0000000103,0000102000,008019,081069,081899,083162,094191,075642
0000000104,0000103000,-20448,091709,083682,079905,095264,077826
0000000105,0000104000,-46388,093639,086083,077002,095315,080678
0000000106,0000105000,-67097,086572,088861,074742,094337,083915
0000000107,0000106000,-80479,071182,091738,073346,092428,087221
0000000108,0000107000,-85385,049017,094445,072949,089771,090275
0000000109,0000108000,-81290,022217,096715,073590,086627,092778
0000000110,0000109000,-68536,-06563,098318,075205,083308,094482
0000000111,0000110000,-48423,-34495,099100,077638,080136,095221
0000000112,0000111000,-22895,-58910,098989,080652,077419,094924
0000000113,0000112000,005545,-77400,097994,083948,075425,093621
0000000114,0000113000,034059,-88095,096212,087204,074352,091438
0000000115,0000114000,059933,-89962,093811,090106,074302,088587
0000000116,0000115000,080649,-82895,091033,092367,075278,085350
0000000117,0000116000,094103,-67577,088156,093763,077187,082045
0000000118,0000117000,098965,-45370,085449,094160,079844,078991
0000000119,0000118000,094839,-18528,083177,093520,082987,076488
0000000120,0000119000,082156,010185,081574,091906,086305,074784
